age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
49,2,2,1,1,1,2,1,7,1,15,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,3,2,3,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,5,2,7,1,2,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
47,1,2,3,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,7,2,4,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,1,2,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,8,2,4,1,2,1,1,7,1,6,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,10,2,3,0,0,0,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,7,1,7,0,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,2,2,1,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,3,2,0,0,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
56,6,2,1,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
51,10,2,6,1,1,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,10,2,4,1,0,0,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
47,1,1,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,2,2,3,0,1,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
47,1,1,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,1
60,2,2,3,0,0,0,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,6,2,1,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,10,3,6,1,2,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
47,1,1,4,0,1,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,1,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,3,2,2,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,2,2,0,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
54,5,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,7,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,4,2,4,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
45,8,1,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
57,3,2,7,0,0,0,1,7,1,9,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,10,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
49,1,2,0,0,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
40,8,2,2,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
46,2,2,3,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
29,10,2,6,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,8,2,6,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
40,1,3,7,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
28,1,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
40,8,2,4,1,1,2,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
53,3,3,3,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
51,2,2,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
58,2,2,1,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,10,2,3,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
27,1,3,4,0,1,1,1,7,1,12,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,3,2,1,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,2,2,1,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,5,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
40,2,2,3,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,3,2,7,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,3,2,1,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,8,2,3,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,8,2,3,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
46,1,2,7,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,2,3,2,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
55,6,1,4,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
30,10,3,4,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,5,2,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,1
50,5,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,2,2,3,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
55,1,1,7,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,1
34,2,2,3,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,10,3,4,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,2,2,3,0,1,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
24,8,2,4,1,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,2,1,1,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,3,2,7,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
29,8,3,7,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,2,2,3,1,1,2,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,1,2,4,0,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,3,2,4,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,1,2,7,1,1,1,1,7,1,7,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,3,2,3,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,1,2,7,1,2,2,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,2,2,3,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
45,10,2,0,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,7,2,7,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,3,2,2,0,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,1
60,6,2,4,1,1,1,1,7,1,7,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,1,1,2,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,10,2,2,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,8,2,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,7,3,3,0,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
50,0,2,1,0,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,1,2,6,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,1,2,4,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,10,2,6,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
50,3,2,7,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
29,8,3,4,1,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
28,8,3,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
46,2,2,3,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
23,8,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
23,8,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,7,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,8,2,4,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
50,10,2,6,1,1,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,1
47,10,2,6,1,1,1,1,7,1,10,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
59,6,2,7,0,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
32,10,2,6,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,1,2,7,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
49,2,2,0,0,0,0,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
38,4,3,1,0,1,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,7,2,6,0,1,2,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,10,1,3,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,0,3,3,0,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
27,1,2,4,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
40,1,3,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
25,1,3,4,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
25,2,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
25,1,2,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,2,2,3,1,2,1,1,7,1,6,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,5,2,7,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
25,1,1,6,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
28,10,1,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
32,1,3,7,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,2,2,3,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
51,2,1,3,1,1,1,1,7,1,7,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,8,2,3,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,3,3,6,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
38,11,2,4,1,1,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
30,2,3,3,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,1,1,7,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
24,8,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
49,10,2,6,1,2,2,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
59,2,2,3,0,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,5,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,2,2,6,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,3,7,1,0,0,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,10,2,6,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,3,2,1,1,1,1,1,7,1,30,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,3,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
54,8,2,4,0,2,1,1,7,1,33,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,2,2,2,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,8,1,0,1,1,2,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
47,2,2,1,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
56,4,2,1,1,1,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,2,3,2,1,2,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,2,3,0,1,2,1,1,7,1,11,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,10,2,6,0,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,1,2,7,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
38,10,2,6,0,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
28,2,2,4,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,2,2,6,1,2,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,1,2,4,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,2,2,1,1,1,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,10,2,4,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,2,3,4,1,2,1,1,7,1,8,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
46,11,1,6,0,2,1,1,7,1,8,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,8,2,3,1,1,2,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,11,2,0,1,2,1,1,7,1,7,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
28,2,2,3,1,2,2,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
38,2,2,0,0,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
51,2,2,0,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,2,2,1,0,2,1,1,7,1,13,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,5,1,7,0,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,4,1,1,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
43,1,1,4,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,8,2,3,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
38,1,2,6,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
26,11,3,3,1,2,2,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,5,1,7,1,1,1,1,7,1,20,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,1,3,7,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,10,3,6,0,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,2,2,4,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
29,1,3,0,1,2,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,1,2,4,1,1,1,1,7,1,7,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
32,1,1,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,1,3,7,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,2,3,2,1,1,2,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
50,1,1,7,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,2,2,2,1,2,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
26,2,2,3,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
39,1,1,3,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,2,2,6,1,2,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
47,2,2,1,0,2,2,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,2,2,1,1,0,0,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
46,2,2,2,0,1,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,2,3,4,1,2,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,2,2,3,1,1,2,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,8,1,7,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
34,1,2,7,1,1,1,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,10,3,7,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,2,1,2,0,1,2,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
50,1,2,4,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,8,3,4,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,1,1,4,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
40,5,2,7,0,2,1,1,7,1,34,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,1,2,4,0,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,10,3,7,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,3,2,4,1,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
24,11,3,4,1,2,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
36,10,2,7,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,2,2,0,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,4,2,1,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
50,4,1,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
25,8,3,4,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
42,1,3,7,0,2,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,1
40,8,2,4,1,2,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
53,8,2,4,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
55,10,2,6,0,1,1,1,7,1,13,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
30,2,3,1,1,1,1,1,7,1,10,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
45,5,2,7,0,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
37,8,2,4,1,1,1,1,7,1,2,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,8,2,4,1,1,1,1,7,1,5,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
25,1,3,4,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
60,5,2,0,0,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
28,3,2,1,0,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
35,2,3,0,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,1,2,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
30,10,2,6,1,2,1,1,7,1,11,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,1,2,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,1,2,4,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
38,10,2,6,1,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,10,2,6,1,2,1,1,7,1,17,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
41,1,2,4,1,1,2,1,7,1,4,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,3,3,3,1,1,1,1,7,1,3,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
31,1,2,7,1,1,2,1,7,1,11,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
26,10,2,6,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
44,4,2,4,1,2,2,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
33,2,2,1,1,1,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
48,10,2,0,0,2,1,1,7,1,1,0,0,2,1.4,93.918,-42.7,4.96,5228.1,0
52,1,1,7,0,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,1,1,7,0,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,4,2,1,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,1,2,1,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,2,3,3,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,8,2,4,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,8,2,4,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,8,2,4,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,8,1,4,0,2,2,1,7,2,7,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,3,2,0,0,2,2,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,8,2,3,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,8,2,4,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,1,1,7,0,2,1,1,7,2,2,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
46,2,2,2,0,2,1,1,7,2,3,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,11,1,6,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
26,2,3,3,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
29,1,3,4,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,1,2,7,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,8,2,4,1,2,1,1,7,2,26,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,1,2,7,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,1,1,4,1,2,1,1,7,2,2,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,8,1,4,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,8,1,4,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,10,2,6,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,1,3,3,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,8,1,4,1,2,2,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,8,3,4,0,1,1,1,7,2,4,0,0,2,1.4,93.918,-42.7,4.962,5228.1,1
42,11,2,7,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,8,2,1,0,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,1,1,7,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,2,2,2,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,2,2,2,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,1,1,7,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,1,2,4,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,10,2,4,0,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,1
56,8,2,1,0,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,1
60,1,2,4,0,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,1,2,4,0,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,8,1,4,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,1,2,6,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,1,3,7,1,2,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
29,3,2,7,1,1,1,1,7,2,5,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,1,3,4,1,2,1,1,7,2,4,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,10,3,0,1,1,1,1,7,2,1,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,8,2,2,0,1,1,1,7,2,3,0,0,2,1.4,93.918,-42.7,4.962,5228.1,0
